asunto,categoria
"['medidas', 'agilizar', 'implementar', 'trámites', 'recogidos', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'agilizar', 'alta', 'gestores', 'productores', 'residuos', 'línea', 'marca', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'agilizar', 'trámites', 'inscripción', 'plataforma', 'electrónica', 'gestión', 'residuos', 'esir', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'depurar', 'responsabilidades', 'dirección', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['medidas', 'fomento', 'utilización', 'productos', 'ecológicos', 'producción', 'canaria', 'centros', 'educativos', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']",MEDIO AMBIENTE
"['medidas', 'fomento', 'utilización', 'productos', 'ecológicos', 'producción', 'canaria', 'centros', 'sanitarios', 'sociosanitarios', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']",MEDIO AMBIENTE
"['medidas', 'facilitar', 'traslado', 'residuos', 'islas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'garantizar', 'cumplimiento', 'resoluciones', 'sancionadoras', 'nº', '866', 'nº', '1259', 'agencia', 'canaria', 'protección', 'natural', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'mejorar', 'sector', 'primario', 'lanzarote', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['medidas', 'potenciar', 'desarrollar', 'economía', 'circular', 'islas', 'evitar', 'dificultades', 'generar', 'economías', 'escala', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['medidas', 'potenciar', 'desarrollar', 'economía', 'circular', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['medidas', 'promover', 'mujeres', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['medidas', 'promover', 'aprobación', 'planes', 'igualdad', 'empresas', 'privadas', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['medidas', 'retirar', 'solicitar', 'devolución', 'íntegra', 'subvención', 'financiación', 'otorgada', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['medidas', 'previstas', 'apoyar', 'canarias', 'canarios', 'cumplen', 'condena', 'extranjero', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['medidas', 'previstas', 'mejorar', 'resultados', 'vendimia', 'lanzarote', '2021', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['medidas', 'previstas', 'reparar', 'desperfectos', 'obras', 'ejecutadas', 'mirador', 'jinama', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",EDUCACIÓN Y COMUNICACIÓN
"['medidas', 'adoptando', 'generar', 'economías', 'escala', 'economía', 'circular', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'llevado', 'cabo', 'salud', 'mental', 'erupción', 'volcán', 'palma', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['medios', 'instituto', 'canario', 'cualificaciones', 'objetivo', 'fijado', '26000', 'unidades', 'competencia', 'dirigida', 'gobierno']",VIDA POLÍTICA
"['medios', 'publicita', 'informa', 'pescadores', 'recreativos', 'procedimiento', 'seguir', 'análisis', 'ciguatera', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['mes', '2022', 'comenzará', 'desmantelamiento', 'terrenos', 'refinería', 'santa', 'cruz', 'tenerife', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['modificación', 'ley', 'transportes', 'propietarios', 'licencias', 'taxis', 'islas', 'capitalinas', 'puedan', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['modificaciones', 'concretas', 'pliegos', 'condiciones', 'técnicas', 'administrativas', 'concurso', 'adjudicación', 'instalaciones', 'medios', 'técnicos', 'destino', 'servicios', 'informativos', 'televisión', 'canaria', 'dirigida', 'administrador', 'único', 'rtvc']",EDUCACIÓN Y COMUNICACIÓN
"['motivo', 'autorización', 'incremento', 'gasto', 'convocatoria', 'ejercicio', '2021', 'compensaciones', 'transporte', 'interinsular', 'mercancías', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['motivo', 'destinar', 'municipios', '20000', 'habitantes', 'instalaciones', 'material', 'playas', 'adquiridos', 'fondos', 'europeos', 'reactue', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['motivo', 'eliminación', 'estudios', 'formación', 'profesional', 'ies', 'domingo', 'pérez', 'minik', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['motivo', 'cesión', 'instalaciones', 'escuela', 'unitaria', 'puerto', 'estaca', 'actividades', 'culturales', 'solicitado', 'ayuntamiento', 'valverde', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['motivo', 'cierre', 'casa', 'coroneles', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['motivo', 'ejecutado', 'obra', 'regadío', '2021', 'fuerteventura', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['motivo', 'trasladan', 'oncólogos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrín', 'islas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['motivos', 'denegación', 'ayuda', 'económica', 'transitoria', 'pensionistas', 'canariosvenezolanos', 'retornados', 'prácticamente', '100', 'provincia', 'palmas', '2018', '2019', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['motivos', 'celebrar', 'acuerdos', 'ttoo', 'potenciar', 'conectividad', 'comarketing', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"['motivos', 'abierto', 'público', 'piscina', 'municipal', 'candelaria', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['motivos', 'abonado', 'correspondiente', 'ari', '90', 'viviendas', 'puerto', 'rosario', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['motivos', 'ejecutado', 'red', 'riego', 'san', 'andrés', 'isora', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['motivos', 'incoado', 'expediente', 'declarar', 'caducidad', 'parque', 'eólico', 'fuerteventura', 'renovables', 'oliva', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['motivos', 'justificado', 'proyecto', 'acciones', 'apoyo', 'internacionalización', 'best', 'in', 'gc', 'subvencionado', '2020', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['motivos', 'puesto', 'funcionamiento', 'residencia', 'mayores', 'guía', 'isora', 'finalizada', 'noviembre', '2019', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['motivos', 'iniciado', 'obras', 'construcción', 'falso', 'túnel', 'zona', 'playa', 'madera', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['motivos', 'presentado', 'proyectos', 'financiar', 'fondos', 'europeos', 'inclusión', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['motivos', 'puesto', 'marcha', 'obras', 'rehabilitación', 'poblado', 'pozo', 'calcosas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['motivos', 'realiza', 'online', 'máster', 'acceso', 'profesorado', 'formación', 'profesional', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['motivos', 'trasladados', 'ministerio', 'instalado', 'radar', 'zona', 'norte', 'lanzarote', 'detección', 'localización', 'pateras', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['municipios', 'proyectado', 'ejecución', 'viviendas', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['municipios', 'adquirido', 'viviendas', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['municipios', 'rehabilitado', 'viviendas', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['municipios', 'verán', 'beneficiados', 'convenio', 'combatir', 'despoblación', 'rural', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['necesidad', 'modificación', 'legislativa', 'devolver', 'igic', 'pagado', 'empresas', 'turísticas', 'resultado', 'operaciones', 'fallidas', 'quiebra', 'thomas', 'cook', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['número', 'avales', 'importe', 'otorgado', 'avalcanarias', '2020', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['número', 'ayudas', 'alquiler', 'vivienda', 'covid19', 'solicitaron', 'presentaron', '2020', 'pagadas', '1', 'enero', '2022', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['número', 'centros', 'integrados', 'formación', 'profesional', 'construcción', 'previsto', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['número', 'centros', 'integrados', 'formación', 'profesional', 'construido', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['número', 'contratos', 'emergencia', 'realizados', 'servicio', 'canario', 'salud', 'abonaron', 'recibir', 'material', 'contratado', '2020', '2021', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'defunciones', 'producidas', '2021', 'detalle', 'causa', 'muerte', 'covid19', 'sospecha', 'covid19', 'gripe', 'patologías', 'oncológicas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'empresas', 'presentaron', 'desarrollar', 'plataforma', 'canarian', 'market', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['número', 'empresas', 'trasladaron', 'canarias', 'reino', 'unido', 'raíz', 'brexit', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['número', 'especialistas', 'endocrinos', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'expedientes', 'sancionadores', 'trámite', 'derivados', 'incumplimientos', 'directiva', '200060ce', 'parlamento', 'europeo', 'consejo', '23', 'octubre', '2000', 'establece', 'marco', 'comunitario', 'actuación', 'ámbito', 'política', 'aguas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['número', 'familias', 'recibido', 'fondos', 'procedentes', '5', 'millones', 'euros', 'anunciados', 'auxiliar', 'familias', 'palma', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'incidencias', 'cubiertas', 'póliza', 'seguro', 'viaje', 'covid19', 'turistas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'licencias', 'pesca', 'marisqueo', 'profesional', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['número', 'licencias', 'pesca', 'marisqueo', 'recreativo', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['número', 'llamadas', 'recibidas', 'teléfono', 'asistencia', 'coronavirus', '2021', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'mascarillas', 'destinadas', 'alumnado', 'vulnerable', '2021', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['número', 'menores', 'atendidos', 'tutelados', 'inmuebles', 'relacionados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'pacientes', 'alta', 'médica', 'ocupando', 'cama', 'hospitales', 'mes', 'septiembre', '2021', 'trasladados', 'plaza', 'sociosanitaria', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'pacientes', 'ingresados', 'covid19', 'hospitales', 'planta', 'uci', 'variante', 'delta', 'ómicron', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'pacientes', 'espera', 'pruebas', 'diagnósticas', 'hospital', 'dr', 'josé', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'personas', 'pendientes', 'grabadas', 'sistema', 'posteriormente', 'valoradas', 'dependencia', 'fuerteventura', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'personas', 'pendientes', 'grabadas', 'sistema', 'posteriormente', 'valoradas', 'dependencia', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'personas', 'pendientes', 'valoradas', 'dependencia', 'fuerteventura', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'personas', 'esperan', 'intervención', 'quirúrgica', 'tardan', 'realizarla', 'hospital', 'dr', 'josé', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'personas', 'solicitado', 'eutanasia', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'personas', 'recibieron', 'reconocimiento', 'discapacidad', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'personas', 'inscrito', 'campaña', 'bono', 'bonito', 'palma', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'personas', 'solicitantes', 'prep', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'procedimientos', 'sancionadores', 'ejecutaron', '20202021', 'infracciones', 'pescadores', 'profesionales', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['número', 'procedimientos', 'sancionadores', 'ejecutaron', '20202021', 'infracciones', 'pescadores', 'recreativos', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['número', 'psicólogos', 'psiquiatras', 'contratado', 'área', 'salud', 'fuerteventura', '2020', '2021', '2022', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'puntos', 'vertidos', 'ilegales', 'residuos', 'islas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['número', 'residentes', 'beneficiado', 'bono', 'turístico', 'canario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'reuniones', 'mantuvieron', 'imex', 'frankfurt', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",TRABAJO Y EMPLEO
"['número', 'reuniones', 'mantuvieron', 'organizadores', 'pruebas', 'deportivas', 'international', 'sport', 'convention', 'londres', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'sanitarios', 'contagiados', 'covid19', 'diciembre', '2021', '15', 'enero', '2022', 'desglosado', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'solicitudes', 'reconocimiento', 'competencias', 'profesionales', 'recibidas', '2021', 'número', 'acreditaciones', 'realizadas', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['número', 'trabajadores', 'sociales', 'atienden', 'menores', 'inmuebles', 'relacionados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['número', 'turistas', 'extranjeros', 'visitaron', '2021', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'turistas', 'nacionales', 'visitaron', '2021', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'usuarios', 'atendidos', 'creación', 'consulta', 'atención', 'afectivosexual', 'jóvenes', 'adolescentes', 'lanzarote', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['número', 'visitas', 'recibió', 'stand', 'canarias', 'feria', 'navartur', '2022', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['número', 'viviendas', 'compradas', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['número', 'viviendas', 'proyectado', 'construcción', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['número', 'viviendas', 'rehabilitado', '2021', 'marco', 'ejecución', 'plan', 'vivienda', '20202025', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['número', 'cultivos', 'afectados', 'zona', 'exclusión', 'erupción', 'volcánica', 'palma', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['objetivos', 'fijados', 'plataforma', 'canarian', 'market', 'semestre', '2022', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['objetivos', 'marcados', 'elaboración', 'estrategia', 'transición', 'justa', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['obras', 'incluir', 'protocolo', 'gobierno', 'españa', 'definen', 'actuaciones', 'seguir', 'cumplimiento', 'directiva', '200060ce', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['obras', 'mantenimiento', 'recursos', 'residenciales', 'menores', 'sistema', 'protección', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'mantenimiento', 'recursos', 'residenciales', 'menores', 'sistema', 'protección', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'mantenimiento', 'recursos', 'residenciales', 'menores', 'migrantes', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'mantenimiento', 'recursos', 'residenciales', 'menores', 'migrantes', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'incluidas', 'protocolo', 'gobierno', 'españa', 'definen', 'actuaciones', 'seguir', 'cumplimiento', 'directiva', '200060ce', 'pretenden', 'financiar', 'cargo', 'fondos', 'europeos', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['obras', 'previstas', 'escuelas', 'infantiles', '2022', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'previstas', 'recursos', 'residenciales', 'menores', 'migrantes', '2022', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'previstas', 'mantenimiento', 'recursos', 'residenciales', 'menores', 'sistema', 'protección', '2022', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'encuentran', 'incluidas', 'protocolo', 'gobierno', 'españa', 'definen', 'actuaciones', 'seguir', 'cumplimiento', 'directiva', '200060ce', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['operaciones', 'aval', 'importe', 'otorgado', 'avalcanarias', '2020', 'distribuido', 'islas', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['órganos', 'gestionar', 'fondos', 'mecanismo', 'recuperación', 'resiliencia', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['pasos', 'quedan', 'plena', 'eficacia', 'concertación', 'social', 'emanada', 'ley', 'servicios', 'sociales', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['personal', 'especializado', 'atención', 'salud', 'mental', 'incorporado', 'isla', 'palma', 'inicio', 'erupción', 'volcánica', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['pertenencia', 'instalaciones', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['plan', 'desarrollado', 'abordar', 'tratamiento', 'enfermedades', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['plan', 'reducir', 'listas', 'espera', '2022', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['plan', 'previsto', 'dotar', 'oncólogos', 'servicio', 'canario', 'salud', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['planes', 'continuidad', 'traslado', 'actividad', 'cementera', 'sita', 'puerto', 'santa', 'águeda', 'arguineguín', 'canaria', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['planes', 'estratégicos', 'lucha', 'canaria', 'juegos', 'deportes', 'autóctonos', 'aprobados', 'consonancia', 'disposición', 'adicional', 'cuarta', 'ley', '12019', '30', 'enero', 'actividad', 'física', 'deporte', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['planes', 'solar', 'asienta', 'antiguo', 'colegio', 'villaverde', 'fuerteventura', 'instalaciones', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['planificación', 'hierro', 'solución', 'alumnos', 'finalizan', 'etapa', 'aulas', 'enclave', 'necesitan', 'aprendizaje', 'adaptación', 'tránsito', 'vida', 'adulta', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['planificación', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['planteamiento', 'campaña', 'publicitaria', 'destinada', 'evitar', 'expolio', 'conchas', 'rodolitos', 'piedra', 'arena', 'playas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['plazo', 'objetivo', '26000', 'unidades', 'acreditaciones', 'cualificaciones', 'profesionales', 'dirigida', 'gobierno']",VIDA POLÍTICA
"['plazo', 'previsto', 'comienzo', 'obras', 'anillo', 'insular', 'tenerife', 'municipios', 'icod', 'vinos', 'san', 'juan', 'rambla', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['plazos', 'proceder', 'apertura', 'oficina', 'agencia', 'tributaria', 'canaria', 'icod', 'vinos', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['posibilidad', 'instalación', 'cubierta', 'cancha', 'exterior', 'ceip', 'oliva', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['posibles', 'soluciones', 'paliar', 'repercusiones', 'fase', 'vía', 'gc2', 'cascorisco', 'agaete', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['precepto', 'legal', 'baja', 'oficio', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['presupuesto', 'dedicado', 'bono', 'turístico', 'conceptos', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['presupuesto', 'destinado', 'tratamiento', 'enfermedades', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['presupuesto', 'destinado', 'proyectos', 'formación', 'alternancia', '2021', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['presupuesto', 'destinado', 'proyectos', 'formación', 'alternancia', '2022', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['presupuesto', 'invertido', 'fitur', '2022', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['presupuesto', 'ayudas', 'desplazamiento', 'estudiantes', 'isla', '2022', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['previsión', 'actualización', 'censo', 'vertidos', 'tierra', 'mar', 'elaborado', '2017', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['previsión', 'cambio', 'modelo', 'gestión', 'instituto', 'canario', 'hemodonación', 'hemoterapia', 'sentido', 'planificación', 'temporal', 'figura', 'jurídica', 'repercusiones', 'trabajadores', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
